municipio_cvegeo,total_camas,Nom_Ent,Nom_Mun,municipio_cvegeo,total_camas,Nom_Mun,Entidad,Total_camas
30128,39,Veracruz de Ignacio de la Llave,Perote,30128,39,Perote,,
30129,0,Veracruz de Ignacio de la Llave,Platón Sánchez,30129,0,Platón Sánchez,,
30130,26,Veracruz de Ignacio de la Llave,Playa Vicente,30130,26,Playa Vicente,,
30131,446,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,30131,446,Poza Rica de Hidalgo,,
30132,0,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,30132,0,Las Vigas de Ramírez,,
30133,0,Veracruz de Ignacio de la Llave,Pueblo Viejo,30133,0,Pueblo Viejo,,
30134,0,Veracruz de Ignacio de la Llave,Puente Nacional,30134,0,Puente Nacional,,
30135,0,Veracruz de Ignacio de la Llave,Rafael Delgado,30135,0,Rafael Delgado,,
30136,0,Veracruz de Ignacio de la Llave,Rafael Lucio,30136,0,Rafael Lucio,,
30137,0,Veracruz de Ignacio de la Llave,Los Reyes,30137,0,Los Reyes,,
30138,170,Veracruz de Ignacio de la Llave,Río Blanco,30138,170,Río Blanco,,
30139,0,Veracruz de Ignacio de la Llave,Saltabarranca,30139,0,Saltabarranca,,
30140,0,Veracruz de Ignacio de la Llave,San Andrés Tenejapan,30140,0,San Andrés Tenejapan,,
30141,111,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,30141,111,San Andrés Tuxtla,,
30142,0,Veracruz de Ignacio de la Llave,San Juan Evangelista,30142,0,San Juan Evangelista,,
30143,64,Veracruz de Ignacio de la Llave,Santiago Tuxtla,30143,64,Santiago Tuxtla,,
30144,0,Veracruz de Ignacio de la Llave,Sayula de Alemán,30144,0,Sayula de Alemán,,
30145,0,Veracruz de Ignacio de la Llave,Soconusco,30145,0,Soconusco,,
30146,0,Veracruz de Ignacio de la Llave,Sochiapa,30146,0,Sochiapa,,
30147,0,Veracruz de Ignacio de la Llave,Soledad Atzompa,30147,0,Soledad Atzompa,,
30148,0,Veracruz de Ignacio de la Llave,Soledad de Doblado,30148,0,Soledad de Doblado,,
30149,0,Veracruz de Ignacio de la Llave,Soteapan,30149,0,Soteapan,,
30150,0,Veracruz de Ignacio de la Llave,Tamalín,30150,0,Tamalín,,
30151,0,Veracruz de Ignacio de la Llave,Tamiahua,30151,0,Tamiahua,,
30152,0,Veracruz de Ignacio de la Llave,Tampico Alto,30152,0,Tampico Alto,,
30153,0,Veracruz de Ignacio de la Llave,Tancoco,30153,0,Tancoco,,
30154,0,Veracruz de Ignacio de la Llave,Tantima,30154,0,Tantima,,
30155,42,Veracruz de Ignacio de la Llave,Tantoyuca,30155,42,Tantoyuca,,
30156,0,Veracruz de Ignacio de la Llave,Tatatila,30156,0,Tatatila,,
30157,0,Veracruz de Ignacio de la Llave,Castillo de Teayo,30157,0,Castillo de Teayo,,
30158,0,Veracruz de Ignacio de la Llave,Tecolutla,30158,0,Tecolutla,,
30159,0,Veracruz de Ignacio de la Llave,Tehuipango,30159,0,Tehuipango,,
30160,50,Veracruz de Ignacio de la Llave,Álamo Temapache,30160,50,Álamo Temapache,,
30161,28,Veracruz de Ignacio de la Llave,Tempoal,30161,28,Tempoal,,
30162,0,Veracruz de Ignacio de la Llave,Tenampa,30162,0,Tenampa,,
30163,0,Veracruz de Ignacio de la Llave,Tenochtitlán,30163,0,Tenochtitlán,,
30164,14,Veracruz de Ignacio de la Llave,Teocelo,30164,14,Teocelo,,
30165,0,Veracruz de Ignacio de la Llave,Tepatlaxco,30165,0,Tepatlaxco,,
30166,0,Veracruz de Ignacio de la Llave,Tepetlán,30166,0,Tepetlán,,
30167,0,Veracruz de Ignacio de la Llave,Tepetzintla,30167,0,Tepetzintla,,
30168,0,Veracruz de Ignacio de la Llave,Tequila,30168,0,Tequila,,
30169,26,Veracruz de Ignacio de la Llave,José Azueta,30169,26,José Azueta,,
30170,0,Veracruz de Ignacio de la Llave,Texcatepec,30170,0,Texcatepec,,
30171,0,Veracruz de Ignacio de la Llave,Texhuacán,30171,0,Texhuacán,,
30172,0,Veracruz de Ignacio de la Llave,Texistepec,30172,0,Texistepec,,
30173,24,Veracruz de Ignacio de la Llave,Tezonapa,30173,24,Tezonapa,,
30174,75,Veracruz de Ignacio de la Llave,Tierra Blanca,30174,75,Tierra Blanca,,
30175,0,Veracruz de Ignacio de la Llave,Tihuatlán,30175,0,Tihuatlán,,
30176,0,Veracruz de Ignacio de la Llave,Tlacojalpan,30176,0,Tlacojalpan,,
30177,0,Veracruz de Ignacio de la Llave,Tlacolulan,30177,0,Tlacolulan,,
30178,16,Veracruz de Ignacio de la Llave,Tlacotalpan,30178,16,Tlacotalpan,,
30179,0,Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,30179,0,Tlacotepec de Mejía,,
30180,0,Veracruz de Ignacio de la Llave,Tlachichilco,30180,0,Tlachichilco,,
30181,33,Veracruz de Ignacio de la Llave,Tlalixcoyan,30181,33,Tlalixcoyan,,
30182,0,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,30182,0,Tlalnelhuayocan,,
30183,27,Veracruz de Ignacio de la Llave,Tlapacoyan,30183,27,Tlapacoyan,,
30184,27,Veracruz de Ignacio de la Llave,Tlaquilpa,30184,27,Tlaquilpa,,
30185,0,Veracruz de Ignacio de la Llave,Tlilapan,30185,0,Tlilapan,,
30186,0,Veracruz de Ignacio de la Llave,Tomatlán,30186,0,Tomatlán,,
30187,0,Veracruz de Ignacio de la Llave,Tonayán,30187,0,Tonayán,,
30188,0,Veracruz de Ignacio de la Llave,Totutla,30188,0,Totutla,,
30189,245,Veracruz de Ignacio de la Llave,Tuxpan,30189,245,Tuxpan,,
30190,0,Veracruz de Ignacio de la Llave,Tuxtilla,30190,0,Tuxtilla,,
30191,0,Veracruz de Ignacio de la Llave,Ursulo Galván,30191,0,Ursulo Galván,,
30192,0,Veracruz de Ignacio de la Llave,Vega de Alatorre,30192,0,Vega de Alatorre,,
30193,1542,Veracruz de Ignacio de la Llave,Veracruz,30193,1542,Veracruz,,
30194,0,Veracruz de Ignacio de la Llave,Villa Aldama,30194,0,Villa Aldama,,
30195,0,Veracruz de Ignacio de la Llave,Xoxocotla,30195,0,Xoxocotla,,
30196,0,Veracruz de Ignacio de la Llave,Yanga,30196,0,Yanga,,
30197,0,Veracruz de Ignacio de la Llave,Yecuatla,30197,0,Yecuatla,,
30198,0,Veracruz de Ignacio de la Llave,Zacualpan,30198,0,Zacualpan,,
30199,0,Veracruz de Ignacio de la Llave,Zaragoza,30199,0,Zaragoza,,
30200,0,Veracruz de Ignacio de la Llave,Zentla,30200,0,Zentla,,
30201,25,Veracruz de Ignacio de la Llave,Zongolica,30201,25,Zongolica,,
30202,0,Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,30202,0,Zontecomatlán de López y Fuentes,,
30203,0,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,30203,0,Zozocolco de Hidalgo,,
30204,16,Veracruz de Ignacio de la Llave,Agua Dulce,30204,16,Agua Dulce,,
30205,0,Veracruz de Ignacio de la Llave,El Higo,30205,0,El Higo,,
30206,16,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,30206,16,Nanchital de Lázaro Cárdenas del Río,,
30207,0,Veracruz de Ignacio de la Llave,Tres Valles,30207,0,Tres Valles,,
30208,0,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,30208,0,Carlos A. Carrillo,,
30209,0,Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,30209,0,Tatahuicapan de Juárez,,
30210,26,Veracruz de Ignacio de la Llave,Uxpanapa,30210,26,Uxpanapa,,
30211,0,Veracruz de Ignacio de la Llave,San Rafael,30211,0,San Rafael,,
30212,0,Veracruz de Ignacio de la Llave,Santiago Sochiapan,30212,0,Santiago Sochiapan,,
31001,0,Yucatán,Abalá,31001,0,Abalá,,
31002,30,Yucatán,Acanceh,31002,30,Acanceh,,
31003,0,Yucatán,Akil,31003,0,Akil,,
31004,0,Yucatán,Baca,31004,0,Baca,,
31005,0,Yucatán,Bokobá,31005,0,Bokobá,,
31006,0,Yucatán,Buctzotz,31006,0,Buctzotz,,
31007,0,Yucatán,Cacalchén,31007,0,Cacalchén,,
31008,0,Yucatán,Calotmul,31008,0,Calotmul,,
31009,0,Yucatán,Cansahcab,31009,0,Cansahcab,,
31010,0,Yucatán,Cantamayec,31010,0,Cantamayec,,
31011,0,Yucatán,Celestún,31011,0,Celestún,,
31012,0,Yucatán,Cenotillo,31012,0,Cenotillo,,
31013,0,Yucatán,Conkal,31013,0,Conkal,,
31014,0,Yucatán,Cuncunul,31014,0,Cuncunul,,
31015,0,Yucatán,Cuzamá,31015,0,Cuzamá,,
31016,0,Yucatán,Chacsinkín,31016,0,Chacsinkín,,
31017,0,Yucatán,Chankom,31017,0,Chankom,,
31018,0,Yucatán,Chapab,31018,0,Chapab,,
31019,0,Yucatán,Chemax,31019,0,Chemax,,
31020,0,Yucatán,Chicxulub Pueblo,31020,0,Chicxulub Pueblo,,
31021,0,Yucatán,Chichimilá,31021,0,Chichimilá,,
31022,0,Yucatán,Chikindzonot,31022,0,Chikindzonot,,
31023,0,Yucatán,Chocholá,31023,0,Chocholá,,
31024,0,Yucatán,Chumayel,31024,0,Chumayel,,
31025,0,Yucatán,Dzán,31025,0,Dzán,,
31026,0,Yucatán,Dzemul,31026,0,Dzemul,,
31027,0,Yucatán,Dzidzantún,31027,0,Dzidzantún,,
31028,0,Yucatán,Dzilam de Bravo,31028,0,Dzilam de Bravo,,
31029,0,Yucatán,Dzilam González,31029,0,Dzilam González,,
31030,6,Yucatán,Dzitás,31030,6,Dzitás,,
31031,0,Yucatán,Dzoncauich,31031,0,Dzoncauich,,
31032,0,Yucatán,Espita,31032,0,Espita,,
31033,0,Yucatán,Halachó,31033,0,Halachó,,
31034,0,Yucatán,Hocabá,31034,0,Hocabá,,
31035,0,Yucatán,Hoctún,31035,0,Hoctún,,
31036,0,Yucatán,Homún,31036,0,Homún,,
31037,0,Yucatán,Huhí,31037,0,Huhí,,
31038,0,Yucatán,Hunucmá,31038,0,Hunucmá,,
31039,0,Yucatán,Ixil,31039,0,Ixil,,
31040,32,Yucatán,Izamal,31040,32,Izamal,,
31041,46,Yucatán,Kanasín,31041,46,Kanasín,,
31042,0,Yucatán,Kantunil,31042,0,Kantunil,,
31043,0,Yucatán,Kaua,31043,0,Kaua,,
31044,0,Yucatán,Kinchil,31044,0,Kinchil,,
31045,0,Yucatán,Kopomá,31045,0,Kopomá,,
31046,0,Yucatán,Mama,31046,0,Mama,,
31047,0,Yucatán,Maní,31047,0,Maní,,
31048,20,Yucatán,Maxcanú,31048,20,Maxcanú,,
31049,0,Yucatán,Mayapán,31049,0,Mayapán,,
31050,2385,Yucatán,Mérida,31050,2385,Mérida,,
31051,0,Yucatán,Mocochá,31051,0,Mocochá,,
31052,41,Yucatán,Motul,31052,41,Motul,,
31053,0,Yucatán,Muna,31053,0,Muna,,
31054,0,Yucatán,Muxupip,31054,0,Muxupip,,
31055,0,Yucatán,Opichén,31055,0,Opichén,,
31056,40,Yucatán,Oxkutzcab,31056,40,Oxkutzcab,,
31057,0,Yucatán,Panabá,31057,0,Panabá,,
31058,25,Yucatán,Peto,31058,25,Peto,,
31059,20,Yucatán,Progreso,31059,20,Progreso,,
31060,0,Yucatán,Quintana Roo,31060,0,Quintana Roo,,
31061,0,Yucatán,Río Lagartos,31061,0,Río Lagartos,,
31062,0,Yucatán,Sacalum,31062,0,Sacalum,,
31063,0,Yucatán,Samahil,31063,0,Samahil,,
31064,0,Yucatán,Sanahcat,31064,0,Sanahcat,,
31065,0,Yucatán,San Felipe,31065,0,San Felipe,,
31066,0,Yucatán,Santa Elena,31066,0,Santa Elena,,
31067,0,Yucatán,Seyé,31067,0,Seyé,,
31068,0,Yucatán,Sinanché,31068,0,Sinanché,,
31069,0,Yucatán,Sotuta,31069,0,Sotuta,,
31070,0,Yucatán,Sucilá,31070,0,Sucilá,,
31071,0,Yucatán,Sudzal,31071,0,Sudzal,,
31072,0,Yucatán,Suma,31072,0,Suma,,
31073,0,Yucatán,Tahdziú,31073,0,Tahdziú,,
31074,0,Yucatán,Tahmek,31074,0,Tahmek,,
31075,0,Yucatán,Teabo,31075,0,Teabo,,
31076,0,Yucatán,Tecoh,31076,0,Tecoh,,
31077,0,Yucatán,Tekal de Venegas,31077,0,Tekal de Venegas,,
31078,0,Yucatán,Tekantó,31078,0,Tekantó,,
31079,65,Yucatán,Tekax,31079,65,Tekax,,
31080,0,Yucatán,Tekit,31080,0,Tekit,,
31081,0,Yucatán,Tekom,31081,0,Tekom,,
31082,0,Yucatán,Telchac Pueblo,31082,0,Telchac Pueblo,,
31083,0,Yucatán,Telchac Puerto,31083,0,Telchac Puerto,,
31084,0,Yucatán,Temax,31084,0,Temax,,
31085,0,Yucatán,Temozón,31085,0,Temozón,,
31086,0,Yucatán,Tepakán,31086,0,Tepakán,,
31087,0,Yucatán,Tetiz,31087,0,Tetiz,,
31088,0,Yucatán,Teya,31088,0,Teya,,
31089,17,Yucatán,Ticul,31089,17,Ticul,,
31090,0,Yucatán,Timucuy,31090,0,Timucuy,,
31091,6,Yucatán,Tinum,31091,6,Tinum,,
31092,0,Yucatán,Tixcacalcupul,31092,0,Tixcacalcupul,,
31093,0,Yucatán,Tixkokob,31093,0,Tixkokob,,
31094,0,Yucatán,Tixmehuac,31094,0,Tixmehuac,,
31095,0,Yucatán,Tixpéhual,31095,0,Tixpéhual,,
31096,88,Yucatán,Tizimín,31096,88,Tizimín,,
31097,0,Yucatán,Tunkás,31097,0,Tunkás,,
31098,0,Yucatán,Tzucacab,31098,0,Tzucacab,,
31099,0,Yucatán,Uayma,31099,0,Uayma,,
31100,0,Yucatán,Ucú,31100,0,Ucú,,
31101,40,Yucatán,Umán,31101,40,Umán,,
31102,142,Yucatán,Valladolid,31102,142,Valladolid,,
31103,0,Yucatán,Xocchel,31103,0,Xocchel,,
31104,0,Yucatán,Yaxcabá,31104,0,Yaxcabá,,
31105,0,Yucatán,Yaxkukul,31105,0,Yaxkukul,,
31106,0,Yucatán,Yobaín,31106,0,Yobaín,,
32001,0,Zacatecas,Apozol,32001,0,Apozol,,
32002,0,Zacatecas,Apulco,32002,0,Apulco,,
32003,0,Zacatecas,Atolinga,32003,0,Atolinga,,
32004,0,Zacatecas,Benito Juárez,32004,0,Benito Juárez,,
32005,45,Zacatecas,Calera,32005,45,Calera,,
32006,0,Zacatecas,Cañitas de Felipe Pescador,32006,0,Cañitas de Felipe Pescador,,
32007,22,Zacatecas,Concepción del Oro,32007,22,Concepción del Oro,,
32008,0,Zacatecas,Cuauhtémoc,32008,0,Cuauhtémoc,,
32009,0,Zacatecas,Chalchihuites,32009,0,Chalchihuites,,
32010,188,Zacatecas,Fresnillo,32010,188,Fresnillo,,
32011,0,Zacatecas,Trinidad García de la Cadena,32011,0,Trinidad García de la Cadena,,
32012,0,Zacatecas,Genaro Codina,32012,0,Genaro Codina,,
32013,0,Zacatecas,General Enrique Estrada,32013,0,General Enrique Estrada,,
32014,0,Zacatecas,General Francisco R. Murguía,32014,0,General Francisco R. Murguía,,
32015,0,Zacatecas,El Plateado de Joaquín Amaro,32015,0,El Plateado de Joaquín Amaro,,
32016,0,Zacatecas,General Pánfilo Natera,32016,0,General Pánfilo Natera,,
32017,192,Zacatecas,Guadalupe,32017,192,Guadalupe,,
32018,0,Zacatecas,Huanusco,32018,0,Huanusco,,
32019,15,Zacatecas,Jalpa,32019,15,Jalpa,,
32020,30,Zacatecas,Jerez,32020,30,Jerez,,
32021,0,Zacatecas,Jiménez del Teul,32021,0,Jiménez del Teul,,
32022,15,Zacatecas,Juan Aldama,32022,15,Juan Aldama,,
32023,15,Zacatecas,Juchipila,32023,15,Juchipila,,
32024,30,Zacatecas,Loreto,32024,30,Loreto,,
32025,0,Zacatecas,Luis Moya,32025,0,Luis Moya,,
32026,0,Zacatecas,Mazapil,32026,0,Mazapil,,
32027,0,Zacatecas,Melchor Ocampo,32027,0,Melchor Ocampo,,
32028,0,Zacatecas,Mezquital del Oro,32028,0,Mezquital del Oro,,
32029,0,Zacatecas,Miguel Auza,32029,0,Miguel Auza,,
32030,0,Zacatecas,Momax,32030,0,Momax,,
32031,0,Zacatecas,Monte Escobedo,32031,0,Monte Escobedo,,
32032,0,Zacatecas,Morelos,32032,0,Morelos,,
32033,0,Zacatecas,Moyahua de Estrada,32033,0,Moyahua de Estrada,,
32034,15,Zacatecas,Nochistlán de Mejía,32034,15,Nochistlán de Mejía,,
32035,0,Zacatecas,Noria de Ángeles,32035,0,Noria de Ángeles,,
32036,15,Zacatecas,Ojocaliente,32036,15,Ojocaliente,,
32037,0,Zacatecas,Pánuco,32037,0,Pánuco,,
32038,36,Zacatecas,Pinos,32038,36,Pinos,,
32039,31,Zacatecas,Río Grande,32039,31,Río Grande,,
32040,0,Zacatecas,Sain Alto,32040,0,Sain Alto,,
32041,0,Zacatecas,El Salvador,32041,0,El Salvador,,
32042,33,Zacatecas,Sombrerete,32042,33,Sombrerete,,
32043,0,Zacatecas,Susticacán,32043,0,Susticacán,,
32044,12,Zacatecas,Tabasco,32044,12,Tabasco,,
32045,0,Zacatecas,Tepechitlán,32045,0,Tepechitlán,,
32046,0,Zacatecas,Tepetongo,32046,0,Tepetongo,,
32047,0,Zacatecas,Teúl de González Ortega,32047,0,Teúl de González Ortega,,
32048,27,Zacatecas,Tlaltenango de Sánchez Román,32048,27,Tlaltenango de Sánchez Román,,
32049,15,Zacatecas,Valparaíso,32049,15,Valparaíso,,
32050,0,Zacatecas,Vetagrande,32050,0,Vetagrande,,
32051,15,Zacatecas,Villa de Cos,32051,15,Villa de Cos,,
32052,0,Zacatecas,Villa García,32052,0,Villa García,,
32053,0,Zacatecas,Villa González Ortega,32053,0,Villa González Ortega,,
32054,0,Zacatecas,Villa Hidalgo,32054,0,Villa Hidalgo,,
32055,22,Zacatecas,Villanueva,32055,22,Villanueva,,
32056,337,Zacatecas,Zacatecas,32056,337,Zacatecas,,
32057,12,Zacatecas,Trancoso,32057,12,Trancoso,,
32058,0,Zacatecas,Santa María de la Paz,32058,0,Santa María de la Paz,,
